ST_CASE,STATE_NAME,CITY_NAME,COUNTY_NAME,RUR_URB_NAME,TYP_INT_NAME,TWAY_ID,TWAY_ID2,HARM_EV_NAME,FATALS,DRUNK_DR,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,MONTH_NAME,DAY_WEEK_NAME,WEATHER_NAME,LGT_COND_NAME,LATITUDE,LONGITUD
122313,FLORIDA,Not Applicable,MONROE,Rural,Not an Intersection,US-1,OLD HIGHWAY,Tree (Standing Only),1,1,1,1,0,0,0,1,1,October,Sunday,Cloudy,Dark - Lighted,24.9022,-80.6543
122314,FLORIDA,Not Applicable,ORANGE,Rural,Four-Way Intersection,SR-50,SR-417,Motor Vehicle in Transport,1,0,3,3,0,0,0,4,4,October,Saturday,Clear,Dark - Lighted,28.5684,-81.2648
122315,FLORIDA,Not Applicable,ESCAMBIA,Urban,Not an Intersection,SR-292,,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,October,Friday,Clear,Daylight,30.2910,-87.4699
122316,FLORIDA,LEESBURG,LAKE,Rural,Not an Intersection,14TH ST,,Pedestrian,1,0,1,1,0,1,1,2,2,October,Tuesday,Clear,Dark - Lighted,28.8284,-81.8874
122317,FLORIDA,Not Applicable,WAKULLA,Rural,Not an Intersection,CR-365,,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,November,Tuesday,Clear,Daylight,30.1694,-84.3101
122318,FLORIDA,Not Applicable,PUTNAM,Rural,Not an Intersection,US-17,,Pedestrian,1,0,2,2,0,1,1,3,3,October,Sunday,Cloudy,Dark - Not Lighted,29.6348,-81.5889
122319,FLORIDA,GROVELAND,LAKE,Urban,Not an Intersection,SR-19,,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,October,Monday,Clear,Daylight,28.6407,-81.8088
122320,FLORIDA,LEESBURG,LAKE,Urban,Unknown,US-27,,Pedestrian,1,0,1,1,0,1,1,1,1,October,Sunday,"Fog, Smog, Smoke",Dark - Not Lighted,28.7812,-81.8876
122321,FLORIDA,DAYTONA BEACH,VOLUSIA,Urban,Not an Intersection,I-4,,Pedestrian,1,0,1,1,0,1,1,2,2,October,Sunday,Clear,Dark - Not Lighted,29.1478,-81.1147
122322,FLORIDA,Not Applicable,JACKSON,Urban,Not an Intersection,THOMPSON RD,,Ditch,1,0,1,1,0,0,0,1,1,October,Sunday,Clear,Dark - Not Lighted,30.7273,-85.2781
122323,FLORIDA,GAINESVILLE,ALACHUA,Urban,Not an Intersection,US-441,,Motor Vehicle in Transport,2,2,2,2,0,0,0,5,5,October,Friday,Clear,Dark - Not Lighted,29.6006,-82.3404
122324,FLORIDA,Not Applicable,VOLUSIA,Rural,Four-Way Intersection,SR-44,PREVATT AVE,Motor Vehicle in Transport,1,0,3,3,0,0,0,7,7,October,Wednesday,Clear,Daylight,29.0189,-81.2191
122325,FLORIDA,Not Applicable,ORANGE,Rural,Not an Intersection,SR-528 W,,Guardrail Face,1,0,1,1,0,0,0,1,1,October,Tuesday,Clear,Daylight,28.4518,-81.0961
122326,FLORIDA,HOMESTEAD,MIAMI-DADE,Urban,Not an Intersection,37TH PL,,Fell/jumped from Vehicle,1,0,1,1,0,0,0,3,3,October,Friday,Clear,Dark - Lighted,25.4683,-80.4205
122328,FLORIDA,OAKLAND PARK,BROWARD,Urban,Not an Intersection,SR-811,,Utility Pole/Light Support,1,1,5,1,4,0,0,3,3,October,Sunday,Clear,Dark - Lighted,26.1783,-80.1346
122329,FLORIDA,NEW PORT RICHEY,PASCO,Urban,Not an Intersection,US-19,,Pedestrian,1,0,1,1,0,1,1,1,1,October,Tuesday,Clear,Dark - Lighted,28.2509,-82.7276
122330,FLORIDA,BOYNTON BEACH,PALM BEACH,Urban,Four-Way Intersection,SEACREST BLVD,4TH AVE,Motor Vehicle in Transport,1,0,2,2,0,0,0,4,4,October,Wednesday,Clear,Daylight,26.5307,-80.0642
122331,FLORIDA,Not Applicable,MARTIN,Rural,T-Intersection,SR-76,SW RIVER DR,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,October,Wednesday,Clear,Daylight,27.1518,-80.2447
122332,FLORIDA,Not Applicable,GADSDEN,Rural,Not an Intersection,CR-268,,Tree (Standing Only),1,0,1,1,0,0,0,1,1,October,Friday,Clear,Dusk,30.6106,-84.6110
122333,FLORIDA,DAYTONA BEACH,VOLUSIA,Rural,Not an Intersection,I-95,,Pedestrian,1,0,1,1,0,1,1,1,1,November,Wednesday,Cloudy,Dusk,29.1643,-81.0808
122334,FLORIDA,TAMPA,HILLSBOROUGH,Urban,Not an Intersection,BAYSHORE BLVD S,,Curb,1,1,1,1,0,0,0,2,2,October,Sunday,Clear,Dark - Lighted,27.9322,-82.4729
122335,FLORIDA,LAUDERDALE LAKES,BROWARD,Rural,Not an Intersection,OAKLAND PARK BLVD,,Pedestrian,1,0,3,3,0,1,1,3,3,October,Saturday,Clear,Daylight,26.1653,-80.1946
122336,FLORIDA,Not Applicable,ST. LUCIE,Rural,Not an Intersection,SR-70,,Immersion or Partial Immersion,1,0,1,1,0,0,0,1,1,November,Wednesday,"Fog, Smog, Smoke",Dawn,27.3347,-80.6494
122337,FLORIDA,Not Applicable,HILLSBOROUGH,Rural,T-Intersection,19TH AVE,30TH ST,Motor Vehicle in Transport,1,0,3,3,0,0,0,3,3,October,Friday,Clear,Daylight,27.7346,-82.3938
122338,FLORIDA,POMPANO BEACH,BROWARD,Urban,Four-Way Intersection,W COPANS RD,NW 30TH AVE,Pedestrian,1,0,1,1,0,1,1,4,4,October,Wednesday,Clear,Dark - Lighted,26.2600,-80.1640
122339,FLORIDA,Not Applicable,TAYLOR,Rural,Not an Intersection,US-19,,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,October,Monday,Clear,Dark - Not Lighted,30.0532,-83.5522
122340,FLORIDA,Not Applicable,ALACHUA,Rural,Not an Intersection,US-441,,Rollover/Overturn,1,0,1,1,0,0,0,1,1,November,Tuesday,Clear,Dark - Not Lighted,29.5798,-82.3366
122341,FLORIDA,JACKSONVILLE,DUVAL,Urban,Not an Intersection,SR-15,,Pedestrian,1,1,1,1,0,1,1,1,1,November,Thursday,Cloudy,Dark - Not Lighted,30.2821,-81.5893
122342,FLORIDA,JACKSONVILLE,DUVAL,Urban,T-Intersection,AVENUE B,2300 WEAVER RD,Motor Vehicle in Transport,1,1,2,2,0,0,0,3,3,November,Friday,Cloudy,Daylight,30.3666,-81.6999
122343,FLORIDA,OCALA,MARION,Urban,Four-Way Intersection,10TH ST,27TH AVE,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,October,Monday,Clear,Daylight,29.1777,-82.1684
122345,FLORIDA,JACKSONVILLE,DUVAL,Urban,Not an Intersection,SR-15,,Pedestrian,1,0,1,1,0,1,1,1,1,November,Saturday,Clear,Dark - Not Lighted,30.3961,-81.7388
122346,FLORIDA,Not Applicable,HILLSBOROUGH,Rural,Not an Intersection,LAKE SHORE RANCH DR,,Curb,1,1,1,1,0,0,0,1,1,October,Saturday,Clear,Dark - Lighted,27.9763,-82.2611
122347,FLORIDA,Not Applicable,JACKSON,Rural,Not an Intersection,SR-2,,Tree (Standing Only),3,0,1,1,0,0,0,3,3,October,Sunday,Clear,Daylight,30.9745,-85.0923
122348,FLORIDA,Not Applicable,SARASOTA,Urban,Four-Way Intersection,US-41,ROBERTS RD,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,October,Saturday,Clear,Dark - Lighted,27.1420,-82.4604
122349,FLORIDA,Not Applicable,PINELLAS,Rural,Not an Intersection,I-275,,Guardrail Face,1,1,1,1,0,0,0,1,1,October,Wednesday,Clear,Dark - Lighted,27.8505,-82.6636
122350,FLORIDA,TALLAHASSEE,LEON,Rural,Not an Intersection,SR-363,,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,November,Friday,Clear,Dusk,30.3047,-84.2454
122351,FLORIDA,Not Applicable,PALM BEACH,Rural,Not an Intersection,US-98,,Motor Vehicle in Transport,1,0,3,3,0,0,0,10,10,October,Monday,Cloudy,Daylight,26.6841,-80.3229
122352,FLORIDA,Not Applicable,BAY,Rural,Four-Way Intersection,SR-77,CR-388,Motor Vehicle in Transport,2,0,2,2,0,0,0,3,3,October,Friday,Clear,Daylight,30.3222,-85.6596
122353,FLORIDA,Not Applicable,INDIAN RIVER,Rural,T-Intersection,CR-603,37TH ST,Utility Pole/Light Support,1,1,1,1,0,0,0,1,1,November,Saturday,Cloudy,Dark - Lighted,27.6605,-80.3858
122354,FLORIDA,Not Applicable,SANTA ROSA,Rural,Not an Intersection,CR-191,,Traffic Sign Support,1,0,2,2,0,0,0,3,3,November,Wednesday,Clear,Daylight,30.8577,-86.8728
122355,FLORIDA,Not Applicable,HILLSBOROUGH,Urban,Not an Intersection,I-75,,Guardrail Face,3,1,1,1,0,0,0,4,4,November,Sunday,Cloudy,Dark - Lighted,27.9522,-82.3278
122356,FLORIDA,TAMPA,HILLSBOROUGH,Urban,Not an Intersection,HILLSBOROUGH AVE E,,Motor Vehicle in Transport,2,0,5,5,0,0,0,6,6,October,Monday,Clear,Dark - Lighted,27.9960,-82.4488
122357,FLORIDA,Not Applicable,POLK,Rural,Not an Intersection,I-4,,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,October,Sunday,Clear,Dark - Not Lighted,28.2573,-81.6163
122358,FLORIDA,Not Applicable,HILLSBOROUGH,Rural,Not an Intersection,NATURES WAY BLVD,,Tree (Standing Only),1,0,1,1,0,0,0,1,1,November,Sunday,Clear,Dark - Lighted,27.8789,-82.2662
122359,FLORIDA,Not Applicable,HILLSBOROUGH,Urban,Not an Intersection,CASON RD,,Tree (Standing Only),1,0,1,1,0,0,0,1,1,November,Saturday,Clear,Dark - Not Lighted,27.9891,-82.0665
122360,FLORIDA,Not Applicable,WAKULLA,Rural,Not an Intersection,CR-375,,Guardrail Face,1,1,1,1,0,0,0,1,1,November,Tuesday,Clear,Dark - Not Lighted,30.2527,-84.6850
122361,FLORIDA,Not Applicable,LEE,Rural,Not an Intersection,67TH ST,,Pedestrian,1,0,1,1,0,1,1,1,1,October,Friday,Cloudy,Dark - Not Lighted,26.6782,-81.6883
122363,FLORIDA,Not Applicable,SEMINOLE,Rural,Not an Intersection,N OREGON ST,,Pedalcyclist,1,0,1,1,0,1,1,2,2,October,Saturday,Clear,Daylight,28.8185,-81.3391
122364,FLORIDA,Not Applicable,MANATEE,Rural,Four-Way Intersection,SR-70,LOCKWOOD RIDGE RD,Motor Vehicle in Transport,1,0,2,2,0,0,0,5,5,November,Saturday,Clear,Dark - Lighted,27.4461,-82.5055
122365,FLORIDA,Not Applicable,SARASOTA,Urban,Not an Intersection,INDIANA AVE,,Pedalcyclist,1,0,1,1,0,1,1,1,1,November,Sunday,Clear,Daylight,26.9632,-82.3530
122366,FLORIDA,Not Applicable,ORANGE,Rural,Not an Intersection,SR-528,,Rollover/Overturn,1,0,2,2,0,0,0,2,2,November,Wednesday,Clear,Dark - Not Lighted,28.4513,-81.1083
122367,FLORIDA,Not Applicable,ORANGE,Urban,T-Intersection,INTERNATIONAL DR,SR-535,Rollover/Overturn,1,1,2,2,0,0,0,2,2,October,Thursday,Clear,Dark - Lighted,28.3546,-81.4947
122368,FLORIDA,FORT MYERS,LEE,Urban,Not an Intersection,POLK ST,,Culvert,1,0,1,1,0,0,0,1,1,November,Tuesday,Clear,Daylight,26.6575,-81.8364
122369,FLORIDA,DEERFIELD BEACH,BROWARD,Rural,Not an Intersection,SR-91,,Parked Motor Vehicle (Not in Transport),1,0,2,1,1,1,1,1,1,October,Tuesday,Clear,Daylight,26.2962,-80.1694
122370,FLORIDA,Not Applicable,FRANKLIN,Rural,Not an Intersection,SR-300,,Motor Vehicle in Transport,2,0,2,2,0,0,0,6,6,November,Saturday,Clear,Daylight,29.6774,-84.8739
122371,FLORIDA,Not Applicable,PUTNAM,Rural,Not an Intersection,US-17,,Tree (Standing Only),1,1,1,1,0,0,0,1,1,November,Sunday,Cloudy,Dark - Lighted,29.6461,-81.6035
122372,FLORIDA,Not Applicable,ESCAMBIA,Urban,Four-Way Intersection,US-29,DIAMOND DAIRY RD,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,November,Thursday,Clear,Dark - Lighted,30.4983,-87.2641
122373,FLORIDA,LEESBURG,LAKE,Urban,T-Intersection,US-441,SKINNER AVE,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,October,Thursday,Clear,Daylight,28.8243,-81.7912
122374,FLORIDA,FORT LAUDERDALE,BROWARD,Urban,Four-Way Intersection,13ST AVE,PROSPECT RD,Pedestrian,1,0,1,1,0,1,1,1,1,October,Friday,Clear,Dark - Lighted,26.1861,-80.1875
122375,FLORIDA,Not Applicable,LAKE,Rural,T-Intersection,US-27,INDEPENDENCE BLVD,Motor Vehicle in Transport,1,0,5,5,0,0,0,7,7,October,Monday,"Fog, Smog, Smoke",Dark - Not Lighted,28.6470,-81.8280
122376,FLORIDA,JACKSONVILLE,DUVAL,Urban,Four-Way Intersection,SR-152,OLD BAYMEADOWS RD,Non-Motorist on Personal Conveyance,1,0,1,1,0,1,1,1,1,November,Tuesday,Clear,Dark - Not Lighted,30.2205,-81.5589
122377,FLORIDA,Not Applicable,NASSAU,Rural,Not an Intersection,WEDGEWOOD WAY,,Ditch,1,0,1,1,0,0,0,4,4,October,Friday,Clear,Daylight,30.6505,-81.8918
122378,FLORIDA,PORT SAINT LUCIE,ST. LUCIE,Rural,Not an Intersection,I-95,,Tree (Standing Only),2,0,1,1,0,0,0,2,2,November,Thursday,Cloudy,Daylight,27.2292,-80.4029
122379,FLORIDA,MIDWAY,GADSDEN,Urban,Not an Intersection,BRICKYARD RD,,Motor Vehicle in Transport,3,0,2,2,0,0,0,3,3,October,Sunday,Clear,Dusk,30.4915,-84.4508
122380,FLORIDA,Not Applicable,DE SOTO,Rural,Not an Intersection,SR-70,,Motor Vehicle in Transport,1,0,2,2,0,0,0,4,4,November,Tuesday,Clear,Daylight,27.2742,-82.0130
122381,FLORIDA,SAINT PETERSBURG,PINELLAS,Urban,Not an Intersection,49TH ST,,Curb,1,1,1,1,0,0,0,1,1,October,Friday,Clear,Dark - Lighted,27.7934,-82.7006
122382,FLORIDA,Not Applicable,PASCO,Rural,Four-Way Intersection,US-19,FLORA AVE,Pedestrian,1,0,1,1,0,1,1,1,1,October,Friday,Clear,Daylight,28.1770,-82.7405
122383,FLORIDA,Not Applicable,MARION,Rural,Four-Way Intersection,US-441,104TH AVE,Pedestrian,1,0,1,1,0,1,1,1,1,October,Tuesday,Clear,Dark - Not Lighted,28.9747,-81.9800
122384,FLORIDA,Not Applicable,MARION,Rural,Not an Intersection,CR-225A,,Culvert,1,0,1,1,0,0,0,1,1,October,Thursday,Clear,Daylight,29.2965,-82.2452
122385,FLORIDA,HALLANDALE BEACH,BROWARD,Urban,Y-Intersection,OLD FEDERAL HWY,2 ND ST,Culvert,1,0,1,1,0,1,1,1,1,October,Wednesday,Clear,Daylight,25.9833,-80.1424
122386,FLORIDA,POMPANO BEACH,BROWARD,Urban,Not an Intersection,3RD ST,,Pedalcyclist,1,0,1,1,0,1,1,1,1,November,Saturday,Clear,Dark - Lighted,26.2266,-80.1504
122387,FLORIDA,PALM BAY,BREVARD,Urban,Not an Intersection,I-95,,Other Fixed Object,1,1,1,1,0,0,0,1,1,November,Wednesday,Clear,Daylight,28.0122,-80.6403
122389,FLORIDA,COCOA BEACH,BREVARD,Urban,Not an Intersection,NORTH ATLANTIC AVE,,Pedestrian,1,0,1,1,0,1,1,1,1,November,Friday,Clear,Dark - Lighted,28.3304,-80.6106
122390,FLORIDA,FORT MYERS,LEE,Urban,Four-Way Intersection,CR-869,SIESTA BAY,Motor Vehicle in Transport,2,0,2,2,0,0,0,4,4,November,Friday,Clear,Dark - Not Lighted,26.4940,-81.9514
122391,FLORIDA,Not Applicable,BAY,Urban,T-Intersection,US-231,JULIE DR,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,November,Saturday,Clear,Daylight,30.2662,-85.5327
122392,FLORIDA,Not Applicable,MIAMI-DADE,Urban,Four-Way Intersection,US-41,SW 137TH AVE,Motor Vehicle in Transport,1,0,10,10,0,0,0,13,13,November,Tuesday,Clear,Daylight,25.7608,-80.4169
122393,FLORIDA,LAUDERDALE LAKES,BROWARD,Urban,Not an Intersection,SR-7,,Pedestrian,1,0,1,1,0,1,1,1,1,November,Sunday,Clear,Dark - Not Lighted,26.1857,-80.2037
122394,FLORIDA,NEW PORT RICHEY,PASCO,Urban,Not an Intersection,US-19,,Pedalcyclist,1,0,1,1,0,1,1,1,1,November,Thursday,Clear,Dark - Lighted,28.2542,-82.7276
122395,FLORIDA,WESTON,BROWARD,Urban,Not an Intersection,US-27,,Tree (Standing Only),1,0,1,1,0,0,0,1,1,November,Saturday,Clear,Daylight,26.1443,-80.4416
122396,FLORIDA,Not Applicable,MARTIN,Rural,Not an Intersection,I-95,,Rollover/Overturn,1,0,1,1,0,0,0,4,4,November,Friday,Cloudy,Daylight,26.9946,-80.1951
122397,FLORIDA,SARASOTA,SARASOTA,Rural,Four-Way Intersection,SR-72,GATEWAY AVE,Curb,1,1,1,1,0,0,0,1,1,November,Wednesday,Cloudy,Dark - Lighted,27.2654,-82.5178
122398,FLORIDA,SUNRISE,BROWARD,Rural,Not an Intersection,SR-91,,Rollover/Overturn,1,1,1,1,0,0,0,3,3,October,Thursday,Clear,Dark - Lighted,26.1469,-80.2192
122399,FLORIDA,Not Applicable,MANATEE,Rural,Not an Intersection,SR-64,,Pedestrian,1,0,1,1,0,1,1,1,1,October,Monday,Clear,Dark - Not Lighted,27.4719,-82.0573
122400,FLORIDA,Not Applicable,MIAMI-DADE,Urban,Not an Intersection,US-41 SR-90,,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,October,Sunday,Clear,Dark - Lighted,25.7618,-80.3362
122401,FLORIDA,WEST PALM BEACH,PALM BEACH,Urban,Not an Intersection,SR-704,,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,November,Saturday,Clear,Daylight,26.7090,-80.1951
122402,FLORIDA,GAINESVILLE,ALACHUA,Rural,Not an Intersection,SR-20,,"Other Post, Other Pole, or Other Support",1,0,2,2,0,0,0,2,2,November,Thursday,Cloudy,Dusk,29.5982,-82.1137
122403,FLORIDA,TAMPA,HILLSBOROUGH,Urban,Four-Way Intersection,SLIGH AVE,I-275 RAMP,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,November,Friday,Clear,Dark - Lighted,28.0064,-82.3266
122404,FLORIDA,Not Applicable,LAKE,Rural,Not an Intersection,CR-44,,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,November,Thursday,Clear,Daylight,28.8338,-81.8253
122406,FLORIDA,Not Applicable,SUWANNEE,Rural,Not an Intersection,I-10,,Tree (Standing Only),1,0,1,1,0,0,0,1,1,November,Wednesday,Cloudy,Daylight,30.3517,-83.0407
122407,FLORIDA,SAINT PETERSBURG,PINELLAS,Urban,Not an Intersection,I-175,,Concrete Traffic Barrier,1,1,1,1,0,0,0,2,2,November,Sunday,Clear,Daylight,27.7683,-82.6577
122408,FLORIDA,SAINT PETERSBURG,PINELLAS,Urban,Not an Intersection,9TH AVE,,Motor Vehicle in Transport,1,0,2,2,0,1,1,3,3,November,Tuesday,Clear,Daylight,27.7809,-82.6930
122409,FLORIDA,Not Applicable,OSCEOLA,Rural,Not an Intersection,SR-441,CANOE CREEK RD,Rollover/Overturn,1,0,1,1,0,0,0,1,1,October,Sunday,Clear,Daylight,27.8727,-80.9860
122410,FLORIDA,Not Applicable,ALACHUA,Rural,T-Intersection,US-27,175TH AVE,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,November,Friday,Clear,Dark - Not Lighted,29.4857,-82.4909
122411,FLORIDA,Not Applicable,BREVARD,Rural,Not an Intersection,CR-515,,Tree (Standing Only),1,1,1,1,0,0,0,1,1,November,Friday,Clear,Dark - Not Lighted,28.4398,-80.7588
122412,FLORIDA,MELBOURNE,BREVARD,Rural,Not an Intersection,I-95,404PINEDA CSWY,Motor Vehicle in Transport,1,1,2,2,0,0,0,2,2,November,Monday,Clear,Dark - Not Lighted,28.1881,-80.7062
122413,FLORIDA,HOMESTEAD,MIAMI-DADE,Urban,Four-Way Intersection,US-1,137TH AVE,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,November,Friday,Clear,Dark - Lighted,25.5346,-80.4128
122414,FLORIDA,Not Applicable,MIAMI-DADE,Urban,Not an Intersection,I-95,151ST ST,Concrete Traffic Barrier,1,0,1,1,0,0,0,2,2,October,Sunday,Rain,Dark - Lighted,25.9117,-80.2099
122415,FLORIDA,FORT MYERS,LEE,Urban,Four-Way Intersection,DANI DR,SIX MILE CYPRESS PKWY,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,November,Wednesday,Clear,Daylight,26.6089,-81.8111
122416,FLORIDA,TAMPA,HILLSBOROUGH,Urban,Four-Way Intersection,INTERBAY BLVD,INTERBAY AVE,Pedestrian,1,0,1,1,0,1,1,3,3,November,Saturday,Clear,Dark - Lighted,27.8767,-82.4999
122417,FLORIDA,PLANTATION,BROWARD,Urban,Not an Intersection,SR-817,,Curb,1,0,1,1,0,0,0,1,1,February,Thursday,Clear,Dark - Lighted,26.1007,-80.2499
122418,FLORIDA,Not Applicable,LEON,Urban,Not an Intersection,JOE THOMAS RD W,,Rollover/Overturn,1,0,1,1,0,0,0,1,1,November,Sunday,Clear,Daylight,30.4096,-84.5554
122419,FLORIDA,LAUDERHILL,BROWARD,Urban,Not an Intersection,SR-870,,Pedestrian,1,0,1,1,0,1,1,1,1,June,Sunday,Clear,Dark - Lighted,26.1937,-80.2600
122420,FLORIDA,CAPE CORAL,LEE,Urban,Not an Intersection,TROPICANA PKWY,,Pedalcyclist,1,0,1,1,0,1,1,1,1,November,Friday,Clear,Dark - Not Lighted,26.6670,-82.0179
122421,FLORIDA,SEBASTIAN,INDIAN RIVER,Urban,Not an Intersection,US-1,,Fell/jumped from Vehicle,1,1,1,1,0,0,0,2,2,September,Sunday,Clear,Dark - Not Lighted,27.8226,-80.4734
122422,FLORIDA,FORT LAUDERDALE,BROWARD,Urban,Four-Way Intersection,SR-838,9TH AV,Pedestrian,1,0,1,1,0,1,1,2,2,November,Thursday,Clear,Dark - Lighted,26.1364,-80.1538
122423,FLORIDA,Not Applicable,BREVARD,Rural,Not an Intersection,SR-50,,Rollover/Overturn,1,1,1,1,0,0,0,2,2,November,Thursday,Clear,Dark - Not Lighted,28.5507,-80.8628
122425,FLORIDA,MIAMI,MIAMI-DADE,Urban,Four-Way Intersection,27TH AVE,17TH ST,Motor Vehicle in Transport,2,0,2,2,0,0,0,4,4,November,Sunday,Clear,Dark - Lighted,25.7905,-80.2396
122426,FLORIDA,MIAMI,MIAMI-DADE,Urban,Four-Way Intersection,1ST AVE,12TH ST,Motor Vehicle in Transport,1,1,2,2,0,0,0,4,4,October,Sunday,Clear,Dark - Lighted,25.7860,-80.1923
122427,FLORIDA,JACKSONVILLE,DUVAL,Urban,Not an Intersection,SR-115,,Pedestrian,1,0,1,1,0,1,1,1,1,November,Saturday,Clear,Dark - Lighted,30.4157,-81.6956
122428,FLORIDA,Not Applicable,ALACHUA,Rural,Not an Intersection,SR-121,,Motor Vehicle in Transport,2,0,2,2,0,0,0,2,2,November,Monday,Cloudy,Daylight,29.5504,-82.3939
122429,FLORIDA,Not Applicable,PASCO,Rural,Not an Intersection,SR-54,,Rollover/Overturn,1,0,1,1,0,0,0,1,1,November,Sunday,Clear,Dusk,28.1937,-82.5887
122430,FLORIDA,Not Applicable,FLAGLER,Rural,Not an Intersection,US-1,,Rollover/Overturn,1,1,1,1,0,0,0,2,2,October,Sunday,Cloudy,Dark - Not Lighted,29.6205,-81.2819
122431,FLORIDA,Not Applicable,HILLSBOROUGH,Rural,T-Intersection,SR-580,BLUE SPRINGS DR,Pedestrian,1,0,1,1,0,1,1,1,1,October,Wednesday,Clear,Dusk,27.9964,-82.5544
122432,FLORIDA,Not Applicable,HILLSBOROUGH,Urban,Not an Intersection,SR-618 SELMON EXPY,,Pedestrian,1,0,1,1,0,1,1,2,2,October,Sunday,Clear,Dark - Lighted,27.9286,-82.3378
122433,FLORIDA,Not Applicable,MANATEE,Urban,Not an Intersection,M J RD,,Culvert,1,0,1,1,0,0,0,1,1,November,Wednesday,Clear,Daylight,27.2824,-82.1939
122434,FLORIDA,Not Applicable,PINELLAS,Rural,Not an Intersection,I-275,,Rollover/Overturn,1,0,2,2,0,0,0,2,2,November,Tuesday,Clear,Daylight,27.7160,-82.6793
122435,FLORIDA,Not Applicable,HILLSBOROUGH,Urban,Not an Intersection,I-275,,Pedestrian,1,0,1,1,0,1,1,1,1,November,Wednesday,Clear,Dark - Lighted,27.9609,-82.4538
122436,FLORIDA,MELBOURNE,BREVARD,Urban,T-Intersection,SR-192,NEW HAVEN AVE,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,November,Friday,Clear,Dark - Lighted,28.0787,-80.6171
122437,FLORIDA,POMPANO BEACH,BROWARD,Rural,Not an Intersection,I-95,COPANS RD,Concrete Traffic Barrier,1,0,1,1,0,0,0,1,1,November,Monday,Clear,Daylight,26.2571,-80.1362
122438,FLORIDA,Not Applicable,BROWARD,Urban,Not an Intersection,ACCESS RD,,Embankment,2,0,1,1,0,0,0,2,2,November,Tuesday,Clear,Dark - Unknown Lighting,26.1459,-80.6375
122439,FLORIDA,Not Applicable,COLLIER,Rural,Not an Intersection,SR-29,,Motor Vehicle in Transport,2,0,2,2,0,0,0,3,3,November,Tuesday,Clear,Daylight,26.4011,-81.3893
122440,FLORIDA,Not Applicable,LEE,Rural,Four-Way Intersection,US-41,MICHAEL G RIPPE PKWY,Motor Vehicle in Transport,1,1,2,2,0,0,0,4,4,October,Monday,Clear,Dark - Lighted,26.4905,-81.8438
122441,FLORIDA,Not Applicable,BAY,Rural,Not an Intersection,CR-388,SPRINGHILL RD,Tree (Standing Only),1,1,1,1,0,0,0,2,2,October,Tuesday,Clear,Dark - Not Lighted,30.3796,-85.5872
122442,FLORIDA,JACKSONVILLE,DUVAL,Urban,Not an Intersection,I-95,,Pedestrian,1,0,1,1,0,1,1,1,1,October,Saturday,Clear,Dark - Lighted,30.4044,-81.6594
122443,FLORIDA,Not Applicable,CLAY,Urban,Not an Intersection,CR-218,,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,November,Tuesday,Cloudy,Dark - Not Lighted,30.0630,-81.9084
122444,FLORIDA,Not Applicable,MANATEE,Rural,Not an Intersection,I-75,LINGER LODGE RD OVERPASS,Bridge Pier or Support,1,0,1,1,0,0,0,1,1,November,Wednesday,Clear,Dark - Not Lighted,27.4277,-82.4591
122445,FLORIDA,JACKSONVILLE,DUVAL,Urban,Not an Intersection,I-295,,Motor Vehicle In-Transport Strikes/Struck by Objects Set in Motion by Another MVIT,1,0,2,2,0,0,0,3,3,November,Saturday,Clear,Dark - Lighted,30.2361,-81.5139
122446,FLORIDA,Not Applicable,BAKER,Rural,Not an Intersection,PINE AVENUE,,Shrubbery,1,0,1,1,0,0,0,1,1,November,Wednesday,Cloudy,Dark - Not Lighted,30.2533,-82.1167
122447,FLORIDA,Not Applicable,ORANGE,Rural,Not an Intersection,CR-15,,Pedestrian,1,0,1,1,0,1,1,3,3,November,Wednesday,Clear,Dark - Lighted,28.3862,-81.2445
122449,FLORIDA,Not Applicable,MARION,Rural,Four-Way Intersection,CR-464,BAHIA RD,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,November,Sunday,Clear,Daylight,29.1183,-82.0274
