ST_CASE,STATE_NAME,CITY_NAME,COUNTY_NAME,RUR_URB_NAME,TYP_INT_NAME,TWAY_ID,TWAY_ID2,HARM_EV_NAME,FATALS,DRUNK_DR,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,MONTH_NAME,DAY_WEEK_NAME,WEATHER_NAME,LGT_COND_NAME,LATITUDE,LONGITUD
120691,FLORIDA,JACKSONVILLE,DUVAL,Urban,Four-Way Intersection,ARGYLE FOREST BLVD,CECIL COMMERCE CENTER PARKWAY,Motor Vehicle in Transport,1,1,2,2,0,0,0,2,2,April,Saturday,Clear,Dark - Not Lighted,30.1958,-81.8384
120692,FLORIDA,BONITA SPRINGS,LEE,Urban,Not an Intersection,GOODWIN ST,,Motor Vehicle in Transport,1,1,2,2,0,0,0,2,2,March,Friday,Cloudy,Dark - Not Lighted,26.3437,-81.7770
120693,FLORIDA,Not Applicable,SARASOTA,Rural,Not an Intersection,CR-777,,Motor Vehicle in Transport,3,1,3,3,0,0,0,7,7,March,Thursday,Clear,Dark - Not Lighted,26.9979,-82.2956
120694,FLORIDA,Not Applicable,LEE,Rural,Four-Way Intersection,US-41,AIRPORT ROAD,Motor Vehicle in Transport,1,2,2,2,0,0,0,3,3,March,Saturday,Clear,Dark - Lighted,26.6097,-81.8719
120695,FLORIDA,Not Applicable,SARASOTA,Urban,Not an Intersection,SAWYER RD,,Tree (Standing Only),1,1,2,1,1,0,0,1,1,March,Friday,Cloudy,Dark - Not Lighted,27.3006,-82.4893
120696,FLORIDA,Not Applicable,MARION,Rural,Not an Intersection,US-27,,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,March,Thursday,Clear,Daylight,29.1211,-82.0997
120697,FLORIDA,Not Applicable,MARION,Urban,Not an Intersection,PECAN RD,,Fell/jumped from Vehicle,1,0,1,1,0,0,0,3,3,March,Wednesday,Clear,Daylight,29.1409,-82.0420
120698,FLORIDA,Not Applicable,PASCO,Rural,T-Intersection,SR-52,POINT BLVD,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,March,Wednesday,Clear,Daylight,28.3313,-82.6366
120699,FLORIDA,Not Applicable,ESCAMBIA,Urban,Four-Way Intersection,SR-292,SAINT MARY AVE,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,March,Tuesday,Clear,Dark - Lighted,30.4416,-87.2400
120700,FLORIDA,Not Applicable,LEE,Rural,Not an Intersection,SR-82,,Motor Vehicle in Transport,1,0,2,2,0,0,0,4,4,March,Sunday,Clear,Dark - Not Lighted,26.5530,-81.6478
120701,FLORIDA,Not Applicable,ESCAMBIA,Urban,Not an Intersection,CR-293 BAUER RD,,Tree (Standing Only),1,1,1,1,0,0,0,2,2,April,Friday,Rain,Dark - Not Lighted,30.3719,-87.4023
120702,FLORIDA,Not Applicable,SARASOTA,Urban,Not an Intersection,LOCKWOOD RIDGE RD,,Motor Vehicle in Transport,1,0,3,3,0,0,0,4,4,April,Thursday,Clear,Daylight,27.3546,-82.5056
120703,FLORIDA,YULEE,NASSAU,Urban,Not an Intersection,US-17,,Pedestrian,1,0,1,1,0,1,1,1,1,April,Thursday,Clear,Dark - Not Lighted,30.5981,-81.5989
120704,FLORIDA,Not Applicable,MIAMI-DADE,Urban,Not an Intersection,SR-874,,Motor Vehicle in Transport,1,0,2,2,0,0,0,6,6,April,Wednesday,Clear,Dark - Lighted,25.7801,-80.3691
120706,FLORIDA,FORT MYERS,LEE,Urban,Not an Intersection,US-41,,Shrubbery,1,0,1,1,0,0,0,1,1,April,Saturday,Clear,Dark - Lighted,26.5727,-81.8719
120707,FLORIDA,Not Applicable,ESCAMBIA,Urban,Four-Way Intersection,SR-291,SR-290,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,March,Thursday,Cloudy,Daylight,30.5103,-87.2206
120709,FLORIDA,Not Applicable,MIAMI-DADE,Urban,T-Intersection,US-41,90TH AVE,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,April,Tuesday,Clear,Dark - Lighted,25.7613,-80.3652
120710,FLORIDA,Not Applicable,HILLSBOROUGH,Urban,Four-Way Intersection,US-301,BLOOMINGDALE AVE,Motor Vehicle in Transport,1,0,2,2,0,0,0,6,6,April,Saturday,Clear,Dark - Lighted,27.8938,-82.3377
120711,FLORIDA,MELBOURNE,BREVARD,Rural,Not an Intersection,US-1,,Pedalcyclist,1,0,1,1,0,1,1,1,1,April,Monday,Clear,Dark - Not Lighted,28.2048,-80.6617
120712,FLORIDA,JACKSONVILLE,DUVAL,Urban,Four-Way Intersection,US-90,KERNAN BOULEVARD,Motor Vehicle in Transport,1,1,2,2,0,0,0,4,4,March,Wednesday,Clear,Dark - Lighted,30.2872,-81.4891
120713,FLORIDA,Not Applicable,COLLIER,Rural,Not an Intersection,SR-29,,Motor Vehicle in Transport,3,0,2,2,0,0,0,3,3,March,Thursday,Clear,Daylight,26.2893,-81.3425
120714,FLORIDA,MIAMI,MIAMI-DADE,Urban,Not an Intersection,US-441,,Pedalcyclist,1,0,1,1,0,1,1,1,1,March,Saturday,Clear,Dark - Lighted,25.7667,-80.3750
120715,FLORIDA,Not Applicable,HERNANDO,Rural,Four-Way Intersection,MARINER BLVD,LANDOVER BLVD,Motor Vehicle in Transport,1,0,5,5,0,0,0,7,7,April,Friday,Clear,Daylight,28.4833,-82.5436
120716,FLORIDA,Not Applicable,SARASOTA,Rural,Not an Intersection,DR MLK JR WAY,,Pedestrian,1,1,1,1,0,1,1,2,2,April,Saturday,Cloudy,Dark - Lighted,27.3597,-82.5258
120717,FLORIDA,RIVIERA BEACH,PALM BEACH,Urban,Four-Way Intersection,SR-710,AVENUE,Pedalcyclist,1,0,1,1,0,1,1,2,2,April,Saturday,Clear,Daylight,26.7694,-80.0667
120718,FLORIDA,Not Applicable,ORANGE,Urban,Not an Intersection,SR-528,,Bridge Pier or Support,1,0,1,1,0,0,0,1,1,April,Monday,Clear,Dark - Lighted,28.4209,-81.4586
120719,FLORIDA,LONGWOOD,SEMINOLE,Urban,Not an Intersection,SR-600,,Ditch,1,1,1,1,0,0,0,1,1,April,Tuesday,Clear,Dark - Not Lighted,28.7206,-81.3196
120720,FLORIDA,ISLAMORADA,MONROE,Urban,Not an Intersection,US-1,DAVIS LN,Motor Vehicle in Transport,2,2,3,3,0,0,0,6,6,April,Friday,Cloudy,Dark - Not Lighted,24.8859,-80.6835
120721,FLORIDA,Not Applicable,SARASOTA,Rural,Not an Intersection,I-75,,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,March,Tuesday,Cloudy,Dark - Not Lighted,27.3565,-82.4461
120722,FLORIDA,Not Applicable,ESCAMBIA,Rural,Not an Intersection,COX RD,,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,March,Thursday,Cloudy,Daylight,30.9475,-87.3611
120723,FLORIDA,Not Applicable,POLK,Rural,Not an Intersection,ERNIE CALDWELL BLVD,,Curb,1,1,1,1,0,0,0,1,1,March,Sunday,Rain,Dark - Lighted,28.2233,-81.6422
120724,FLORIDA,Not Applicable,MIAMI-DADE,Urban,Not an Intersection,SR-874,,Concrete Traffic Barrier,1,0,1,1,0,0,0,1,1,March,Friday,Clear,Daylight,25.6707,-80.3625
120725,FLORIDA,Not Applicable,MARION,Rural,Not an Intersection,140TH AVE,SR 40,Ditch,1,0,1,1,0,0,0,1,1,April,Friday,Clear,Daylight,29.1502,-82.3516
120726,FLORIDA,Not Applicable,BREVARD,Rural,Not an Intersection,I-95,,Concrete Traffic Barrier,1,0,1,1,0,0,0,1,1,April,Sunday,Clear,Daylight,28.3569,-80.7822
120727,FLORIDA,Not Applicable,HENDRY,Rural,Not an Intersection,PIONEER 21ST ST,,Rollover/Overturn,1,1,1,1,0,0,0,1,1,April,Sunday,Cloudy,Dark - Not Lighted,26.6945,-81.2361
120728,FLORIDA,Not Applicable,COLLIER,Rural,Not an Intersection,CR-846,,Pedestrian,1,0,1,1,0,1,1,1,1,April,Wednesday,Clear,Dark - Lighted,26.2730,-81.7375
120729,FLORIDA,GROVELAND,LAKE,Urban,T-Intersection,US-27,SR-19 RAMP,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,April,Tuesday,Clear,Daylight,28.6421,-81.8046
120730,FLORIDA,DAVIE,BROWARD,Urban,Not an Intersection,US-441,,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,April,Tuesday,Clear,Daylight,26.0835,-80.2034
120731,FLORIDA,Not Applicable,LEE,Rural,Four-Way Intersection,SR-867,GLADIOLUS DRIVE,Motor Vehicle in Transport,1,0,3,3,0,0,0,5,5,April,Saturday,Clear,Daylight,26.5161,-81.9438
120732,FLORIDA,SANFORD,SEMINOLE,Urban,Four-Way Intersection,MARTIN LUTHER KING JR BLVD,ST JOHNS PKWY,Motor Vehicle in Transport,1,1,2,2,0,0,0,2,2,March,Wednesday,Clear,Daylight,28.8053,-81.3021
120733,FLORIDA,Not Applicable,MARION,Rural,Not an Intersection,MARION OAKS BLVD,,Utility Pole/Light Support,1,0,1,1,0,0,0,2,2,April,Thursday,Cloudy,Daylight,29.0096,-82.1748
120734,FLORIDA,Not Applicable,PASCO,Urban,Not an Intersection,PASCO RD,,Fence,1,0,1,1,0,0,0,1,1,April,Sunday,Clear,Daylight,28.1891,-82.3778
120735,FLORIDA,DESTIN,OKALOOSA,Urban,Four-Way Intersection,US-98,CRYSTAL BEACH DR,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,April,Friday,Clear,Daylight,30.3905,-86.4238
120736,FLORIDA,NORTH MIAMI BEACH,MIAMI-DADE,Urban,Four-Way Intersection,SR-826,26 AV,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,April,Saturday,Clear,Daylight,25.9261,-80.1473
120737,FLORIDA,WESTON,BROWARD,Urban,Not an Intersection,US-27,,Rollover/Overturn,1,0,1,1,0,0,0,4,4,April,Wednesday,Clear,Daylight,26.0891,-80.4339
120738,FLORIDA,DELRAY BEACH,PALM BEACH,Rural,Not an Intersection,DIXIE HWY,,Motor Vehicle in Transport,2,0,2,2,0,0,0,4,4,April,Wednesday,Clear,Daylight,26.4362,-80.0741
120739,FLORIDA,LAKELAND,POLK,Urban,Not an Intersection,US-92,,Pedestrian,1,0,1,1,0,1,1,1,1,April,Friday,Clear,Dark - Lighted,28.0550,-81.9481
120740,FLORIDA,Not Applicable,BREVARD,Urban,Not an Intersection,OLSEN RD,,Pedestrian,1,0,1,1,0,1,1,2,2,April,Saturday,Clear,Dusk,28.4353,-80.7595
120742,FLORIDA,Not Applicable,MIAMI-DADE,Urban,Four-Way Intersection,SR-985,NW 17TH ST,Pedestrian,1,0,1,1,0,1,1,1,1,April,Tuesday,Clear,Dark - Lighted,25.7898,-80.3689
120743,FLORIDA,Not Applicable,COLLIER,Rural,Not an Intersection,CR-858,,Tree (Standing Only),1,0,1,1,0,0,0,1,1,April,Monday,Clear,Daylight,26.2950,-81.4008
120744,FLORIDA,Not Applicable,VOLUSIA,Rural,Not an Intersection,US-92,,Motor Vehicle in Transport,2,0,2,2,0,0,0,4,4,April,Friday,Cloudy,Daylight,29.1187,-81.1804
120745,FLORIDA,OCALA,MARION,Urban,Not an Intersection,SR-464,,Motor Vehicle in Transport,1,0,4,4,0,0,0,8,8,April,Monday,Clear,Daylight,29.1716,-82.1074
120746,FLORIDA,TAMPA,HILLSBOROUGH,Urban,Not an Intersection,SR-580 BUSCH BLVD,18TH ST,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,April,Tuesday,Clear,Dark - Lighted,28.0325,-82.4387
120747,FLORIDA,FORT LAUDERDALE,BROWARD,Urban,Not an Intersection,DIXIE HWY,,Pedalcyclist,1,0,1,1,0,1,1,1,1,February,Thursday,Clear,Dark - Lighted,26.1483,-80.1336
120748,FLORIDA,Not Applicable,MIAMI-DADE,Urban,Four-Way Intersection,75TH ST,21ST AVE,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,March,Thursday,Clear,Dark - Lighted,25.8431,-80.2314
120749,FLORIDA,FLORIDA CITY,MIAMI-DADE,Urban,Four-Way Intersection,SR-9336,SW 344 ST,Pedestrian,1,0,1,1,0,1,1,1,1,March,Saturday,Clear,Dark - Not Lighted,25.4477,-80.4853
120750,FLORIDA,NORTH MIAMI,MIAMI-DADE,Urban,Four-Way Intersection,SR-922,BISCAYNE BLVD,Pedestrian,1,0,1,1,0,1,1,1,1,March,Monday,Clear,Daylight,25.8893,-80.1638
120751,FLORIDA,MELBOURNE,BREVARD,Urban,Four-Way Intersection,HIBISCUS BLVD,OAK ST,Non-Motorist on Personal Conveyance,1,0,1,1,0,1,1,1,1,March,Tuesday,Clear,Daylight,28.0851,-80.6148
120753,FLORIDA,Not Applicable,SUMTER,Rural,Not an Intersection,SR-44,,Motor Vehicle in Transport,1,0,2,2,0,0,0,4,4,April,Saturday,Cloudy,Dark - Not Lighted,28.8669,-82.0801
120754,FLORIDA,Not Applicable,PUTNAM,Rural,Not an Intersection,SR-19,,Rollover/Overturn,1,0,1,1,0,0,0,1,1,April,Thursday,Cloudy,Dark - Not Lighted,29.5676,-81.7247
120755,FLORIDA,BOYNTON BEACH,PALM BEACH,Urban,T-Intersection,WOOLBRIGHT RD,2 ND ST,Motor Vehicle in Transport,1,0,3,3,0,0,0,3,3,April,Tuesday,Clear,Dark - Lighted,26.5145,-80.0678
120756,FLORIDA,Not Applicable,ST. LUCIE,Rural,Not an Intersection,SR-707,,Rollover/Overturn,1,0,2,2,0,0,0,5,5,April,Sunday,Clear,Daylight,27.3522,-80.2807
120757,FLORIDA,Not Applicable,SANTA ROSA,Urban,Not an Intersection,US-90,,Pedalcyclist,1,0,1,1,0,1,1,1,1,April,Sunday,Clear,Daylight,30.6296,-86.9958
120758,FLORIDA,Not Applicable,PASCO,Urban,Not an Intersection,US-41,SWANS LANDING DR,Motor Vehicle in Transport,1,1,2,2,0,0,0,2,2,April,Tuesday,Clear,Daylight,28.2092,-82.4619
120759,FLORIDA,TREASURE ISLAND,PINELLAS,Urban,Not an Intersection,GULF BLVD,,Pedestrian,1,0,1,1,0,1,1,3,3,March,Saturday,Clear,Daylight,27.7623,-82.7665
120760,FLORIDA,FORT MYERS,LEE,Urban,Not an Intersection,FOWLER ST,,Curb,1,0,1,1,0,0,0,1,1,April,Friday,Clear,Daylight,26.5927,-81.8681
120761,FLORIDA,Not Applicable,MARION,Rural,Not an Intersection,SR-40,,Motor Vehicle in Transport,1,0,3,3,0,0,0,4,4,April,Tuesday,Clear,Daylight,29.1763,-81.8280
120762,FLORIDA,Not Applicable,HILLSBOROUGH,Urban,Not an Intersection,US-41,,Parked Motor Vehicle (Not in Transport),1,1,2,1,1,0,0,1,1,April,Friday,Cloudy,Dark - Lighted,27.6821,-82.4757
120763,FLORIDA,TALLAHASSEE,LEON,Urban,Four-Way Intersection,US-90,3891 W. TENNESSEE,Pedestrian,1,0,1,1,0,1,1,2,2,April,Friday,Clear,Dark - Lighted,30.4593,-84.3564
120764,FLORIDA,Not Applicable,OSCEOLA,Rural,Four-Way Intersection,PARKWAY E,6103 NOVA ROAD,Tree (Standing Only),1,1,1,1,0,0,0,1,1,April,Thursday,Clear,Daylight,28.2688,-81.1946
120765,FLORIDA,Not Applicable,VOLUSIA,Rural,Four-Way Intersection,SR-472,CR-4101,Motor Vehicle in Transport,1,1,2,2,0,0,0,5,5,March,Sunday,Clear,Dark - Not Lighted,28.9603,-81.2658
120766,FLORIDA,WEST PALM BEACH,PALM BEACH,Urban,Not an Intersection,I-95,,Tree (Standing Only),1,0,1,1,0,0,0,1,1,April,Friday,Clear,Dark - Lighted,26.7592,-80.0940
120767,FLORIDA,Not Applicable,BAY,Urban,Not an Intersection,SHERMAN AVE,,Culvert,1,0,1,1,0,0,0,2,2,April,Friday,Clear,Daylight,30.1807,-85.6323
120768,FLORIDA,JACKSONVILLE,DUVAL,Urban,Four-Way Intersection,SR-228,LAMPLIGHTER LANE,Pedestrian,1,0,1,1,0,1,1,1,1,April,Monday,Cloudy,Dark - Not Lighted,30.2859,-81.8034
120769,FLORIDA,Not Applicable,VOLUSIA,Rural,Not an Intersection,I-95,,Impact Attenuator/Crash Cushion,1,0,1,1,0,0,0,2,2,April,Saturday,Rain,Daylight,29.0280,-80.9975
120770,FLORIDA,Not Applicable,MANATEE,Rural,Not an Intersection,US-301,,Concrete Traffic Barrier,1,1,1,1,0,0,0,1,1,April,Sunday,Clear,Daylight,27.4850,-82.5629
120771,FLORIDA,Not Applicable,OSCEOLA,Urban,T-Intersection,US-192,ALLIGATOR LAKE SHORE,Motor Vehicle in Transport,2,1,2,2,0,0,0,4,4,April,Thursday,Clear,Dark - Not Lighted,28.2420,-81.2073
120772,FLORIDA,Not Applicable,ORANGE,Urban,Four-Way Intersection,UNIVERSAL BLVD,LAKE CAY PL,Pedestrian,1,0,3,3,0,1,1,5,5,April,Saturday,Clear,Dark - Lighted,28.4307,-81.4478
120773,FLORIDA,Not Applicable,PINELLAS,Urban,T-Intersection,US-19,HIGHLAND ACRE DR,Motor Vehicle in Transport,2,0,2,2,0,0,0,4,4,April,Monday,Clear,Daylight,28.0420,-82.7382
120774,FLORIDA,Not Applicable,MIAMI-DADE,Urban,Four-Way Intersection,NW 17TH AVE,NW 73RD ST,Fence,1,0,1,1,0,0,0,2,2,April,Sunday,Clear,Dark - Lighted,25.8413,-80.2253
120775,FLORIDA,DAYTONA BEACH,VOLUSIA,Urban,T-Intersection,SR-5A,NORTH ST,Motor Vehicle in Transport,1,0,2,2,0,0,0,5,5,April,Tuesday,Clear,Dark - Lighted,29.2152,-81.0460
120776,FLORIDA,Not Applicable,MIAMI-DADE,Rural,Four-Way Intersection,59TH ST,137TH CT,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,April,Monday,Clear,Daylight,25.7118,-80.4151
120777,FLORIDA,Not Applicable,ESCAMBIA,Urban,Not an Intersection,SR-295,,Other Object (Not Fixed),1,0,1,1,0,2,2,1,1,April,Tuesday,Clear,Daylight,30.4451,-87.2357
120778,FLORIDA,Not Applicable,INDIAN RIVER,Rural,Not an Intersection,SR-60,,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,April,Friday,Cloudy,Dawn,27.6405,-80.6434
120779,FLORIDA,Not Applicable,PASCO,Rural,Not an Intersection,SR-581,,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,April,Friday,Clear,Dark - Not Lighted,28.1931,-82.3534
120780,FLORIDA,HOLLY HILL,VOLUSIA,Rural,Four-Way Intersection,SR-5A,NOVA RD,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,April,Wednesday,Clear,Dark - Not Lighted,29.2293,-81.0520
120781,FLORIDA,TAMARAC,BROWARD,Urban,Four-Way Intersection,SR-817,58TH ST,Motor Vehicle in Transport,1,0,4,4,0,0,0,4,4,April,Tuesday,Clear,Dark - Lighted,26.1968,-80.2520
120782,FLORIDA,Not Applicable,MIAMI-DADE,Urban,Not an Intersection,SR-821,,Other Object (Not Fixed),1,0,1,1,0,0,0,1,1,April,Thursday,Clear,Dark - Lighted,25.9479,-80.3525
120783,FLORIDA,LAKE WALES,POLK,Urban,Not an Intersection,US-27,,Traffic Sign Support,1,0,1,1,0,0,0,1,1,April,Friday,Clear,Dark - Not Lighted,27.8962,-81.5997
120784,FLORIDA,Not Applicable,BAY,Urban,Not an Intersection,US-98,,Motor Vehicle in Transport,1,1,2,2,0,0,0,2,2,April,Sunday,Clear,Dark - Lighted,30.1879,-85.7434
120785,FLORIDA,Not Applicable,SARASOTA,Rural,Not an Intersection,I-75,,Other Object (Not Fixed),1,0,1,1,0,0,0,2,2,April,Sunday,Cloudy,Daylight,27.1002,-82.2709
120786,FLORIDA,POMPANO BEACH,BROWARD,Urban,Not an Intersection,I-95,,Motor Vehicle in Transport,1,0,4,4,0,0,0,10,10,April,Sunday,Clear,Dark - Lighted,26.2606,-80.1332
120787,FLORIDA,Not Applicable,MARION,Rural,T-Intersection,US-441,92 PL RD,Motor Vehicle in Transport,2,1,2,2,0,0,0,3,3,April,Saturday,Clear,Dark - Not Lighted,29.0880,-82.0809
120788,FLORIDA,Not Applicable,SEMINOLE,Rural,Not an Intersection,CR-419,,Pedestrian,1,0,1,1,0,1,1,2,2,April,Sunday,Clear,Dark - Not Lighted,28.6408,-81.1300
120789,FLORIDA,Not Applicable,ORANGE,Urban,Not an Intersection,SR-423,OAK RIDGE RD,Pedestrian,1,0,1,1,0,1,1,1,1,April,Thursday,Clear,Dark - Not Lighted,28.4696,-81.4175
120790,FLORIDA,Not Applicable,VOLUSIA,Rural,Not an Intersection,I-95,,Culvert,1,1,1,1,0,0,0,2,2,April,Thursday,Clear,Dusk,29.0407,-81.0053
120791,FLORIDA,Not Applicable,BREVARD,Rural,Not an Intersection,STADIUM PARKWAY,,Pedestrian,1,1,1,1,0,1,1,3,3,April,Saturday,Rain,Dark - Not Lighted,28.2552,-80.7380
120793,FLORIDA,Not Applicable,ORANGE,Urban,Four-Way Intersection,CURRY FORD RD,ECONLOCKHATCHEE TRAIL,Motor Vehicle in Transport,1,1,2,2,0,0,0,3,3,April,Thursday,Clear,Dark - Lighted,28.5101,-81.2562
120794,FLORIDA,Not Applicable,ORANGE,Urban,Not an Intersection,KELLY PARK RD,EASTWAY DR,Motor Vehicle in Transport,1,0,2,2,0,0,0,5,5,April,Sunday,Clear,Daylight,28.7573,-81.5259
120795,FLORIDA,TALLAHASSEE,LEON,Urban,Four-Way Intersection,US-90,WHITE DR,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,April,Saturday,Clear,Daylight,30.4472,-84.3262
120796,FLORIDA,FORT MYERS,LEE,Urban,Not an Intersection,CENTRAL AVE,,Tree (Standing Only),1,0,1,1,0,0,0,3,3,April,Thursday,Clear,Dark - Lighted,26.6043,-81.8637
120797,FLORIDA,Not Applicable,SUWANNEE,Rural,Not an Intersection,CR-132,,Pedalcyclist,1,0,1,1,0,1,1,1,1,April,Friday,Clear,Daylight,30.3923,-83.0348
120798,FLORIDA,DELRAY BEACH,PALM BEACH,Urban,Four-Way Intersection,LAKE IDA RD,DAVIS RD,Motor Vehicle in Transport,1,0,2,2,0,0,0,12,12,April,Saturday,Clear,Daylight,26.4732,-80.0979
120799,FLORIDA,Not Applicable,MIAMI-DADE,Urban,Not an Intersection,SR-821,,Motor Vehicle in Transport,1,0,2,2,0,2,2,2,2,April,Saturday,Cloudy,Dark - Not Lighted,25.6125,-80.3786
120800,FLORIDA,JACKSONVILLE,DUVAL,Rural,Not an Intersection,BLOCK OF SAN JOSE BLVD,,Tree (Standing Only),1,1,1,1,0,0,0,1,1,May,Sunday,Cloudy,Dark - Lighted,30.1583,-81.5734
120801,FLORIDA,Not Applicable,HILLSBOROUGH,Rural,Not an Intersection,SR-39,,Railway Vehicle,1,0,1,1,0,0,0,2,2,April,Saturday,Clear,Daylight,28.1003,-82.1421
120802,FLORIDA,Not Applicable,MONROE,Rural,Not an Intersection,US-1,,Rollover/Overturn,1,0,1,1,0,0,0,1,1,April,Sunday,Clear,Daylight,24.6623,-81.4594
120803,FLORIDA,TAMPA,HILLSBOROUGH,Urban,T-Intersection,US-92,CLARK AVE,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,April,Tuesday,Clear,Daylight,27.8937,-82.5122
120804,FLORIDA,CRYSTAL RIVER,CITRUS,Rural,T-Intersection,US-19,W POWER LINE ST,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,April,Thursday,Clear,Daylight,28.9595,-82.6303
120806,FLORIDA,JUPITER,PALM BEACH,Urban,Not an Intersection,DONALD ROSS RD,,Curb,1,1,1,1,0,0,0,1,1,April,Saturday,Clear,Dark - Not Lighted,26.8831,-80.1143
120807,FLORIDA,Not Applicable,COLLIER,Rural,Not an Intersection,US-41,,Motor Vehicle in Transport,1,0,2,2,0,0,0,9,9,April,Tuesday,Clear,Dark - Not Lighted,25.8525,-80.9899
120808,FLORIDA,Not Applicable,COLLIER,Rural,Not an Intersection,CR-846,,Curb,1,0,1,1,0,0,0,1,1,April,Tuesday,Clear,Dark - Lighted,26.2727,-81.7205
120809,FLORIDA,Not Applicable,LEE,Rural,T-Intersection,SR-80,WAVERLY AVE,Utility Pole/Light Support,1,1,1,1,0,0,0,2,2,April,Sunday,Clear,Dark - Lighted,26.6720,-81.8201
120810,FLORIDA,Not Applicable,LEE,Rural,Not an Intersection,I-75,,Motor Vehicle in Transport,1,0,4,4,0,0,0,6,6,April,Tuesday,Clear,Daylight,26.5340,-81.7951
120811,FLORIDA,Not Applicable,PASCO,Rural,Not an Intersection,SR-54,,Pedalcyclist,1,0,1,1,0,1,1,1,1,April,Saturday,Clear,Daylight,28.1860,-82.4070
120812,FLORIDA,HOLLYWOOD,BROWARD,Urban,Not an Intersection,I-75,,Motor Vehicle in Transport,1,2,2,2,0,0,0,2,2,April,Saturday,Clear,Dark - Lighted,25.9820,-80.3500
120813,FLORIDA,Not Applicable,LEE,Rural,Four-Way Intersection,GUNNERY RD,SUNSET RD,Motor Vehicle in Transport,1,0,2,2,0,0,0,4,4,April,Sunday,Clear,Daylight,26.6373,-81.7173
120814,FLORIDA,ORLANDO,ORANGE,Urban,Not an Intersection,LEEVISTA BV,,Curb,1,1,1,1,0,0,0,1,1,April,Thursday,Clear,Dark - Lighted,28.4665,-81.2703
120815,FLORIDA,MIAMI,MIAMI-DADE,Urban,Four-Way Intersection,7TH ST,17TH AVE,Motor Vehicle in Transport,1,0,11,10,1,1,1,15,15,April,Friday,Clear,Daylight,25.7800,-80.2227
120816,FLORIDA,Not Applicable,ST. LUCIE,Rural,Not an Intersection,I-95,,Tree (Standing Only),1,1,1,1,0,0,0,1,1,May,Sunday,Clear,Dark - Not Lighted,27.3470,-80.4143
120817,FLORIDA,Not Applicable,ESCAMBIA,Trafficway Not in State Inventory,Not an Intersection,HOLSBERRY RD,,Mail Box,1,1,4,1,3,0,0,1,1,April,Wednesday,Cloudy,Dark - Not Lighted,30.5445,-87.2663
120818,FLORIDA,OPA-LOCKA,MIAMI-DADE,Urban,Not an Intersection,SR-916,,Traffic Sign Support,1,0,1,1,0,0,0,2,2,April,Saturday,Clear,Dark - Lighted,25.8990,-80.2294
120819,FLORIDA,WEST PALM BEACH,PALM BEACH,Urban,Not an Intersection,PALM BEACH LAKES BLVD,,Curb,1,1,1,1,0,0,0,2,2,May,Sunday,Clear,Dark - Lighted,26.7117,-80.0961
120820,FLORIDA,Not Applicable,MIAMI-DADE,Rural,T-Intersection,268TH ST,107TH AVE,Guardrail Face,2,0,1,1,0,0,0,2,2,January,Sunday,Clear,Dark - Not Lighted,25.5186,-80.3639
120821,FLORIDA,CAPE CORAL,LEE,Urban,Not an Intersection,SR-78 NE,24TH AVE,Motor Vehicle in Transport,1,2,3,3,0,0,0,3,3,April,Sunday,Clear,Dark - Not Lighted,26.6756,-81.9240
120822,FLORIDA,MELBOURNE,BREVARD,Rural,Not an Intersection,I-95,,Traffic Sign Support,1,0,1,1,0,0,0,1,1,April,Saturday,Clear,Daylight,28.1881,-80.7062
120823,FLORIDA,Not Applicable,SEMINOLE,Urban,Not an Intersection,I-4,,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,April,Saturday,Cloudy,Daylight,28.6806,-81.3884
120824,FLORIDA,Not Applicable,GULF,Rural,Not an Intersection,SR-71,,Tree (Standing Only),1,0,1,1,0,0,0,2,2,May,Monday,Clear,Daylight,29.8638,-85.2409
120825,FLORIDA,LA CROSSE,ALACHUA,Rural,Not an Intersection,SR-121,,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,April,Friday,Clear,Daylight,29.8288,-82.3952
